canonical_name,description,display_name,evidence_type,id,kind,name,node_type,page,panel,pattern_id,score,source,status,test_code,text,trust
,,,interpretation,ev_biochem_000776_5c36b72c2c,,,Evidence,525,BIOCHEM,,3.266,henry.pdf,,,"hyperglycemia has been associated with a decrease in erythrocyte survival, suggesting that hba1c levels in poorly controlled patients may underestimate their mean plasma glucose concentration ( virtue, 2004 ). in general, people without diabetes have hba1c levels between 4-6%. the correlation between hba1c and average plasma glucose levels for clinical use, based upon data from the dcct is shown in table 16-6 . table 16-6 -- correlation between hemoglobin a1c and mean plasma glucose levels rights were not granted to include this data in electronic media. from rohlfing cl, wiedmeyer h-m, little rr, et al: defining the relationship between plasma glucose and hba (lc): analysis of glucose profiles and hba (lc) in the diabetes control and complications trial.",0.98
,,,cause,ev_biochem_004605_9b9af2c93c,,,Evidence,78,BIOCHEM,,3.216,tietz.pdf,,,"the principle behind the studies should be that a difference in serial results is due to preanalytical sources of variation (cvp), cva, cvi, and changes in bias (δb), using the transformation mentioned above from cv to sd: difference = 21/2 × z × sd2 p + sd2 i + sd2 a 1/2 + δb now, let sdp and δb be zero and rearrange the equation: sda = difference 21/2 × z + sd2 i 1/2 studies have been done using this model on a variety of measurands, and have included some studies that involved patients undertaking self-testing. an early example is pro- vided by the studies on blood hemoglobin; other studies performed since then have investigated hba1c, glucose, prothrombin time, erythrocyte sedimentation rate, and uri- nary albumin. it was found that the derived aps depends on the clinical setting and local management pathway, the semantics of the questions posed, how close the result was to a decision limit or reference limit, and probably on per- ceptions related to current analytical performance.",0.98
,,,interpretation,ev_cbc_012029_3ae5f64338,,,Evidence,2516,CBC,,3.52,harrison.pdf,,,"laboratory, endoscopic, and radiographic features active disease can be associated with a rise in acute-phase reactants (c-reactive protein [crp]), platelet count, and erythrocyte sedimentation rate (esr) and a decrease in hemoglobin. fecal lactoferrin, a glycoprotein present in activated neutrophils, is a highly sensitive and specific marker for detecting intestinal inflammation. fecal calprotectin is present in neutrophils and monocytes, and levels correlate well with histologic inflammation, predict relapses, and detect pouchitis. both fecal lactoferrin and calprotectin are becoming an integral part of ibd management and are used frequently to rule out active inflammation versus symptoms of irritable bowel or bacterial overgrowth. in severely ill patients, the serum albumin level will fall rather quickly. leukocy- tosis may be present but is not a specific indicator of disease activity. proctitis or proctosigmoiditis rarely causes a rise in crp. diagnosis relies on the patient’s history, clinical symptoms, negative stool and/or tissue examination for bacteria, c. difficile toxin, ova and parasites, and viruses depending on epidemiologic considerations and clinical pre- sentation; sigmoidoscopic appearance (see fig.",1.0
,,,interpretation,ev_cbc_004090_38aebfee1d,,,Evidence,791,CBC,,3.37,harrison.pdf,,,"iron store depletion and iron deficiency are accompanied by a decrease in serum ferritin level below 20 μg/l. new york, mcgraw-hill, 2011.) table 97-2 causes of iron deficiency increased demand for iron rapid growth in infancy or adolescence pregnancy erythropoietin therapy increased iron loss chronic blood loss menses acute blood loss blood donation phlebotomy as treatment for polycythemia vera decreased iron intake or absorption inadequate diet malabsorption from disease (sprue, crohn’s disease) malabsorption from surgery (gastrectomy and some forms of bariatric surgery) acute or chronic inflammation capacity (tibc), and red cell protoporphyrin levels remain within nor- mal limits. at this stage, red cell morphology and indices are normal. when iron stores become depleted, the serum iron begins to fall. gradually, the tibc increases, as do red cell protoporphyrin levels. by definition, marrow iron stores are absent when the serum ferritin level is <15 μg/l. as long as the serum iron remains within the normal range, hemoglobin synthesis is unaffected despite the dwindling iron stores.",1.0
,,,interpretation,ev_cbc_012264_ce1f3d3de5,,,Evidence,2579,CBC,,3.32,harrison.pdf,,,"electrolytes, blood urea nitrogen (bun), creatinine, and glucose monitor for abnormalities consistent with under- or overhydration status and purging (contraction alkalosis). bun may also be low in the setting of markedly reduced body cell mass. bun and creatinine are elevated in renal failure. hyperglycemia may be nonspecific indicator of inflammatory response. complete blood count with differential screen for nutritional anemias (iron, b12, and folate), lymphopenia (malnutrition), and thrombocytopenia (vitamin c and folate). total lymphocyte count relative lymphopenia (total lymphocyte count <1200/μl) is a nonspecific marker for malnutrition. helper/suppressor t-cell ratio ratio may be reduced in severely undernourished patients. nitrogen balance 24-h urine can be analyzed for urine urea nitrogen (uun) to determine nitrogen balance and give indication of degree of catabolism and adequacy of protein replacement. requires accurate urine collection and normal renal function. nitrogen balance = (protein/6.25) − (uun + 4). generally negative in the setting of acute severe inflammatory response. urine 3-methylhistidine indicator of muscle catabolism and protein sufficiency.",1.0
,,,interpretation,ev_cbc_002987_c1487d5c23,,,Evidence,479,CBC,,3.31,harrison.pdf,,,"defects in heme synthesis, in contrast to globin synthesis, are less common and may be acquired or inherited (chap. acquired abnormalities are usually associated with myelodysplasia, may lead to either a macro- or microcytic anemia, and are frequently associated with mitochondrial iron loading. in these cases, iron is taken up by the mitochondria of the developing erythroid cell but not incorporated into heme. the iron-encrusted mitochondria surround the nucleus of the erythroid cell, forming a ring. based on the distinctive finding of so-called ringed sideroblasts on the marrow iron stain, patients are diagnosed as hav- ing a sideroblastic anemia—almost always reflecting myelodysplasia. again, studies of iron parameters are helpful in the differential diag- nosis of these patients. the stimulated erythropoiesis is reflected in the blood smear by the appearance of increased numbers of polychromatophilic macrocytes. the red cell indices are typically normocytic or slightly macrocytic, reflecting the increased number of reticulocytes.",1.0
,,,interpretation,ev_cbc_003493_e8625cb047,,,Evidence,616,CBC,,3.53,harrison.pdf,,,"laboratory findings include severe to moderate anemia associated with red blood cell fragmentation and numerous schistocytes on peripheral smear. reticulocytosis, decreased plasma haptoglobin, and an ldh level document hemolysis. the serum bilirubin level is usually normal or slightly elevated. the white cell count is usually normal, and thrombocytopenia (<100,000/μl) is almost always present.",1.0
,,,interpretation,ev_cbc_002475_227b02866c,,,Evidence,376,CBC,,3.44,harrison.pdf,,,"the specificity of urine microscopy can be enhanced by examining urine with a phase contrast microscope capable of detecting dysmorphic red cells (“acanthocytes”) that are associated with glomerular disease. a detailed discussion of glomerulonephritis and diseases of the microvasculature is found in chap. hematuria proteinuria (>500 mg/24 h), dysmorphic rbcs or rbc casts pyuria, wbc casts urine culture urine eosinophils serologic and hematologic evaluation: blood cultures, anti-gbm antibody, anca, complement levels, cryoglobulins, hepatitis b and c serologies, vdrl, hiv, aslo hemoglobin electrophoresis urine cytology ua of family members 24 h urinary calcium/uric acid ivp +/– renal ultrasound as indicated: retrograde pyelography or arteriogram, or cyst aspiration cystoscopy urogenital biopsy and evaluation renal ct scan renal biopsy of mass/lesion follow periodic urinalysis renal biopsy figure 52-2 approach to the patient with hematuria. anca, antineutrophil cytoplasmic antibody; aslo, antistreptolysin o; ct, computed tomography; gbm, glomerular basement membrane; ivp, intravenous pyelography; rbc, red blood cell; ua, urinalysis; vdrl, venereal disease research laboratory; wbc, white blood cell.",1.0
,,,cause,ev_cbc_000108_fca82959b9,,,Evidence,63,CBC,,3.28,clinical_hematology.pdf,,,"hemolysis has been implicated to activate inflammatory mediators, such as tumor necrosis factor-alpha (tnf-α), interleukin-2 (il-2), thrombin, and platelet-activating factor.2 leukocytosis is common at baseline, and higher leukocyte counts are often associated with more frequent pain crises, stroke, and a shorter life expectancy in homozygous sickle disease (hb ss) patients. free hemoglobin, released by hemolysis, can consume nitric oxide and participate in endothelial dysfunction to promote vasoconstriction. other hemoglobinopathies (e, c, lepore, d, oarab, constant spring) hb e is a common hemoglobin variant, present in about 15% to 30% of the individuals in southern china and southeast asia. hb e results from replacement of the normal glutamic acid to lysine in the 26th amino acid of the β-chain (β26 glu→lys), and leads to only 50% of mrnas being spliced normally. individuals with heterozygous and homozygous hb e have mild anemia, hypochromia, and microcytosis. when hb e is combined with β-thalassemia, the clinical features resemble those of β-thalassemia intermedia. hb c results from substitution of the normal glutamic acid to lysine in the 6th amino acid of β-chain.",0.95
,,,interpretation,ev_biochem_001972_9b82b395c2,,,Evidence,1202,BIOCHEM,,3.396,henry.pdf,,,"table 28-17 -- classification of pleural effusions transudates: increased hydrostatic pressure or decreased plasma oncotic pressure congestive heart failure hepatic cirrhosis hypoproteinemia (e.g., nephrotic syndrome) exudates: increased capillary permeability or decreased lymphatic resorption infections bacterial pneumonia tuberculosis, other granulomatous diseases (e.g., sarcoidosis, histoplasmosis, etc.) viral or mycoplasma pneumonia neoplasms bronchogenic carcinoma metastatic carcinoma lymphoma mesothelioma (increased hyaluronate content of effusion fluid) pulmonary infarct (may be associated with hemorrhagic effusion) noninfectious inflammatory disease involving pleura rheumatoid disease (low pleural fluid glucose in most cases) systemic lupus erythematosus (le cells are occasionally present) fluid from extrapleural sources pancreatitis (elevated amylase activity in effusion fluid) ruptured esophagus (elevated amylase activity and low ph) urinothorax (elevated creatinine and low ph) recommended tests the evaluation of serous body fluids (pleural, pericardial, peritoneal) is directed first toward differentiating transudative from exudative effusions.",0.98
,,,cause,ev_cbc_000150_05e566a613,,,Evidence,81,CBC,,3.24,clinical_hematology.pdf,,,"post-splenectomized transfusions should produce a 1 g/dl/week decrease in hemoglobin. post-splenectomy thrombocytosis can be variable, but generally does not require antiplatelet therapy. iron overload and chelation chronic transfusions and early iron chelation have shifted the major thalassemic complications from those secondary to the hemolytic anemia to the sequelae of iron overload. iron chelation should start when ferritin is approaching 1,000 ng/l, approaching 20 units of red cells, or within 18 months from the start of chronic red cell transfusion. excess iron from cumulative transfusions overwhelms the transferrin system and accumulates in the liver, heart, and various endocrine organs. the most serious result is nonuniform iron deposition in cardiac myocytes that eventually leads to heart failure and sudden unpredictable arrhythmia, which previously accounted for the majority of deaths in thalassemic individuals.",0.95
,,,interpretation,ev_cbc_004592_f8ae17dbcd,,,Evidence,862,CBC,,3.33,harrison.pdf,,,"in geographic locations where access to health care is more limited, patients often present with high cml bur- den including splenomegaly, anemia, and related symptoms (abdom- inal pain, weight loss, fatigue), associated with a higher frequency of high-risk cml. presenting findings in patients diagnosed in the united states are shown in table 105-1. symptoms most patients with cml (90%) present in the indolent or chronic phase. depending on the timing of diagnosis, patients are often asymptomatic (if the diagnosis is discovered during health care screening tests). common symptoms, when present, are manifesta- tions of anemia and splenomegaly. these may include fatigue, malaise, weight loss (if high leukemia burden), or early satiety and left upper quadrant pain or masses (from splenomegaly). less common pre- senting findings include thrombotic or hyperviscosity-related events from severe leukocytosis or thrombocytosis. these include priapism, cardiovascular complications, myocardial infarction, venous thrombo- sis, visual disturbances, dyspnea and pulmonary insufficiency, drows- iness, loss of coordination, confusion, or cerebrovascular accidents.",1.0
,,,interpretation,ev_cbc_001161_a4344e67f8,,,Evidence,643,CBC,,3.37,clinical_hematology.pdf,,,"methoxy polyethylene glycol-epoetin beta is indicated in the treatment of anemia associated with chronic renal disease. the recommended starting dose in patients not currently treated with an esa is 0.6 μg/kg once every 2 weeks iv or sc. the warnings and precautions that apply to all esas also apply to methoxy polyethylene glycol-epoetin beta (pure red cell aplasia, cardiovascular events, hypertension, effect on tumor growth). granulocyte colony-stimulating factor (filgrastim, neupogen™) filgrastim regulates the production of neutrophils within the bone marrow and also impacts on their function. granulocyte colony-stimulating factor indications nonmyeloid malignancies undergoing myelosuppressive chemotherapy with an expected risk of severe neutropenia and fever. acute myeloid leukemia, following induction or consolidation therapy. nonmyeloid malignancies undergoing myeloablative chemotherapy followed by marrow transplantation.",0.95
,,,interpretation,ev_cbc_008425_9f070ec3c1,,,Evidence,1622,CBC,,3.37,harrison.pdf,,,"1581 chapter 202 human immunodeficiency virus disease: aids and related disorders about 25% of patients. cns disease, either meningitis or a mass lesion, is seen in 15% of patients. bone marrow involvement is common, with thrombocytopenia, neutropenia, and anemia occurring in 33% of patients. approximately 7% of patients have mucocutaneous lesions consisting of a maculopapular rash and skin or oral ulcers. respiratory symptoms are usually mild, with chest x-ray showing a diffuse infil- trate or diffuse small nodules in ~50% of cases. diagnosis is made by silver staining of tissue, by culturing the organisms from blood, bone marrow, or tissue, or by detecting antigen in blood or urine. treatment is typically with liposo- mal amphotericin b followed by maintenance therapy with oral itra- conazole until the serum histoplasma antigen is <2 units, the patient has been on antiretrovirals for at least 6 months, and the cd4 count is >150 cells/μl. in the setting of mild infection, it may be appropriate to initiate therapy with itraconazole alone.",1.0
,,,cause,ev_cbc_004508_3075b38a77,,,Evidence,848,CBC,,3.35,harrison.pdf,,,"thrombocytopenia can be due to impaired marrow function, splenic sequestration, or autoim- mune destruction and may also respond to low-dose thalidomide and prednisone. splenomegaly is by far the most distressing and intractable prob- lem for pmf patients, causing abdominal pain, portal hypertension, easy satiety, and cachexia, whereas surgical removal of a massive spleen is associated with significant postoperative complications including mesenteric venous thrombosis, hemorrhage, rebound leukocytosis and thrombocytosis, and hepatic extramedullary hematopoiesis with no amelioration of either anemia or thrombo- cytopenia when present. for unexplained reasons, splenectomy also increases the risk of blastic transformation. splenic irradiation is, at best, temporarily palliative and associ- ated with a significant risk of neutropenia, infection, and subsequent operative hemorrhage if splenectomy is attempted. allopurinol can control significant hyperuricemia, and bone pain can be alleviated by local irradiation. pegylated ifn-α can ameliorate fibrosis in early pmf, but in advanced disease, it may exacerbate the bone marrow failure.",1.0
,,,interpretation,ev_cbc_003008_291fd9b1ed,,,Evidence,481,CBC,,3.37,harrison.pdf,,,"because an alteration in the number and type of leu- kocytes is often associated with disease processes, total white blood cell (wbc) count (cells per μl) and differential counts are informative. this chapter focuses on neutrophils, monocytes, and eosinophils. lympho- cytes and basophils are discussed in chaps. neutrophils ■ ■maturation important events in neutrophil life are summarized in fig. in normal humans, neutrophils are produced only in the bone marrow. the minimum number of stem cells necessary to support hemato- poiesis is estimated to be 400–500 at any one time. human blood monocytes, tissue macrophages, and stromal cells produce csfs, hor- mones required for the growth of monocytes and neutrophils in the bone marrow. the hematopoietic system not only produces enough neutrophils (∼1.3 × 1011 cells per 80-kg person per day) to carry out physiologic functions but also has a large reserve stored in the marrow, which can be mobilized in response to inflammation or infection. an increase in the number of blood neutrophils is called neutrophilia, and the presence of immature cells is termed a shift to the left.",1.0
neutrophilia,,,,condition:neutrophilia,,neutrophilia,Condition,,,,,,,,,
,,,interpretation,ev_cbc_004937_93591e687b,,,Evidence,940,CBC,,3.33,harrison.pdf,,,"pathol- ogy shows collagen and granulation tissue in and around bronchial structures and eventually obliteration of small airways. the disease is usually associated with chronic gvhd, and although it may respond to increasing immunosuppression, complete reversal is uncommon. other late complications of the preparative regimen include decreased growth velocity in children and delayed development of secondary sex characteristics. these complications can be partly ameliorated with the use of appropriate growth and sex hormone pancytopenia regimen-related toxicities graft-vs-host disease infections bacterial fungal viral day 0 day 30 day 60 day 90 day 180 vzv hsv aspergillus candida gram positive gram negative encapsulated bacteria acute gvhd idiopathic pneumonia sos thrombocytopenia neutropenia chronic gvhd cmv and adenovirus day 360 mucositis figure 114-1 major syndromes complicating marrow transplantation. cmv, cytomegalovirus; gvhd, graft-versus-host disease; hsv, herpes simplex virus; sos, sinusoidal obstructive syndrome (formerly venoocclusive disease); vzv, varicella- zoster virus.",1.0
,,,interpretation,ev_cbc_005679_0e43fc5ab1,,,Evidence,1088,CBC,,3.33,harrison.pdf,,,"because of the delayed course and the lack of classic signs of infection, rapid diagnosis requires a high degree of suspicion. ■ ■diagnosis leukocytosis and neutrophilia have low levels of diagnostic sensitivity (only 65% and 40%, respectively).",1.0
,,,cause,ev_cbc_002938_9a551efa7b,,,Evidence,466,CBC,,3.3,harrison.pdf,,,"more rarely, other types of tumors can get access to the bloodstream, and rare can be associated with falsely low automated platelet counts. clumping may be caused by the anticoagulant into which the blood is drawn. similarly, neutrophil fragmentation can be a source of falsely elevated automated platelet counts. the absence of platelet granules may be an artifact of the handling of the blood or may indicate marrow disease or a rare congenital anomaly, gray platelet syndrome. elevated platelet counts usually signify a myeloproliferative disorder or a reaction to systemic inflammation. one can gauge their size by comparing the red cell to the nucleus of a small lymphocyte. red cells that are smaller than the small lymphocyte nucleus may be microcytic; those larger than the small lymphocyte nucleus may be macrocytic. macrocytic cells also tend to be more oval than spherical in shape and are sometimes called macroovalocytes. the automated mean corpuscular volume (mcv) can assist in making a classification.",1.0
,,,interpretation,ev_cbc_001596_844fd51989,,,Evidence,172,CBC,,3.32,harrison.pdf,,,"one staphylococcal toxin of clinical importance is that associated with isolates of s. these products of staphylococci and streptococci cause fever in experimental animals when injected intravenously at concentrations of 1–10 μg/kg. endotoxin is a highly pyrogenic molecule in humans: when injected intravenously into volunteers, a dose of 2–3 ng/kg produces fever, leu- kocytosis, acute-phase proteins, and generalized symptoms of malaise. ■ ■pyrogenic cytokines cytokines are small proteins (molecular mass, 10,000–20,000 da) that regulate immune, inflammatory, and hematopoietic processes. for example, the elevated leukocytosis seen in several infections with an absolute neutrophilia is attributable to the cytokines interleukin (il) 1 and il-6. some cytokines also cause fever; formerly referred to as endogenous pyrogens, they are now called pyrogenic cytokines. the pyrogenic cytokines include il-1, il-6, tumor necrosis factor (tnf), and ciliary neurotropic factor, a member of the il-6 family. fever is a prominent side effect of interferon α therapy. each pyrogenic cytokine is encoded by a separate gene, and each has been shown to cause fever in laboratory animals and in humans.",1.0
,,,cause,ev_cbc_000371_6a78209306,,,Evidence,189,CBC,,3.24,clinical_hematology.pdf,,,"in children, acute neutrophilia is most often due to bacterial or viral infection. absolute lymphocytosis usually indicates an acute or chronic viral process. evaluation of leukocytosis should include a detailed history and physical examination directed to symptoms and signs of infection and for lymphadenopathy and hepatosplenomegaly. examination of the peripheral blood smear is essential to distinguish normal from atypical and malignant wbcs.",0.95
,,,interpretation,ev_biochem_002395_8fc68f2feb,,,Evidence,1560,BIOCHEM,,2.696,henry.pdf,,,"these abnormalities include leukocytosis, which is an increase in the total wbc (white blood cell) count above the upper limit of normal for age and sex, and leukopenia, which is a decrease in the total wbc count below the lower limit of normal for age and sex. additional quantitative study of leukocytes includes the relative and absolute concentrations of the various forms of white cells (the differential count). an increase in the absolute concentration of cells in each series is termed neutrophilia (neutrophilic leukocytosis), lymphocytosis, monocytosis, eosinophilia (eosinophilic leukocytosis), and basophilia (basophilic leukocytosis).",0.98
,,,interpretation,ev_biochem_002478_b5dc5a1d06,,,Evidence,1600,BIOCHEM,,2.616,henry.pdf,,,"the discomfort associated with an enlarged spleen may bring the patient to the doctor. infarcts in the spleen may produce left upper quadrant pain. excessive bleeding or bruising may occur in the later stages of the disease. lymphadenopathy, though often present, is rarely prominent ( cortes, 2004 ). the leukocyte count is usually over 50×109 /l and may exceed 300×109 /l. there is a complete spectrum of granulocytic cells, from a few myeloblasts to mature neutrophils, with myelocytes and neutrophils exceeding the other cell types ( savage, 1997 ). this bimodal distribution helps to exclude other myeloproliferative disorders and reactive leukocytosis ( fig. myeloblasts are less than 10% of the cells. the relative percentage of neutrophil myelocytes increases as the total leukocyte count increases. basophilia is consistently present and eosinophilia is almost always noted, along with the presence of eosinophil myelocytes. monocytes are also absolutely increased in most patients. normocytic anemia is present in the majority of patients at diagnosis and a few normoblasts can usually be found.",0.98
,,,interpretation,ev_cbc_012446_940af851cf,,,Evidence,2616,CBC,,3.33,harrison.pdf,,,"in such patients, bilirubin levels >513 μmol/l (30 mg/dl) have been observed and are not necessarily associated with a poor prognosis. neutropenia and lymphopenia are transient and are followed by a relative lymphocytosis. atypical lymphocytes (varying between 2 and 20%) are common during the acute phase.",1.0
,,,cause,ev_cbc_013225_41f09eb73f,,,Evidence,2784,CBC,,3.29,harrison.pdf,,,"as discussed above, patients with sle are at increased risk for myocardial infarction, usually due to accelerated atherosclero- sis, which probably results from immune attack, chronic inflammation, and/or chronic oxidative damage to arteries. ■ ■hematologic manifestations the most frequent hematologic manifestation of sle is anemia, usually normochromic normocytic, reflecting chronic illness and consequent impaired utilization of iron. hemolysis can be rapid in onset and severe, requiring high-dose glucocorticoid therapy. leukopenia is also common and almost always consists of lymphopenia, not gran- ulocytopenia; lymphopenia rarely predisposes to infections and by itself usually does not require therapy. if platelet counts are >40,000/μl and abnormal bleeding is absent, therapy may not be required. high-dose glucocor- ticoid therapy (e.g., 1 mg/kg per day of prednisone or equivalent) is usually effective for the first few episodes of severe thrombocytopenia. recurring or prolonged hemolytic anemia or thrombocytopenia, or disease requiring an unacceptably high dose of daily glucocorticoids, should be treated with additional strategies such as rituximab, platelet growth factors, and/or splenectomy (see “management of systemic lupus erythematosus” below).",1.0
